0h 15m 0s,11/3/2013 11:34,University of St. Thomas,30155,11/3/2013 11:49,St. Catherine University,30102,N00928
0h 7m 40s,11/3/2013 11:31,Logan Park,30104,11/3/2013 11:39,Hennepin & Central Avenue NE,30005,N01687
0h 7m 45s,11/3/2013 11:31,Logan Park,30104,11/3/2013 11:39,Hennepin & Central Avenue NE,30005,N00035
0h 5m 0s,11/3/2013 11:31,15th Ave. SE & Como Ave. SE,30110,11/3/2013 11:36,Williamson Hall,30025,N01748
0h 5m 26s,11/3/2013 11:30,15th Ave. SE & Como Ave. SE,30110,11/3/2013 11:36,Williamson Hall,30025,N00128
1h 1m 9s,11/3/2013 11:29,South 2nd Street & 3rd Ave. S,30030,11/3/2013 12:30,Minnehaha Park,30149,N01019
0h 20m 0s,11/3/2013 11:28,22nd Ave S & Franklin Ave,30014,11/3/2013 11:48,YWCA Downtown,30006,N00021
0h 20m 7s,11/3/2013 11:28,22nd Ave S & Franklin Ave,30014,11/3/2013 11:48,YWCA Downtown,30006,N01970
0h 7m 44s,11/3/2013 11:26,Mpls. Convention Center,30012,11/3/2013 11:34,Nicollet Ave & W 26th Street,30049,N00700
0h 9m 12s,11/3/2013 11:24,Mpls. Convention Center,30012,11/3/2013 11:34,Nicollet Ave & W 26th Street,30049,N01138
0h 9m 59s,11/3/2013 11:24,Mpls. Convention Center,30012,11/3/2013 11:34,Nicollet Ave & W 26th Street,30049,C00411
0h 20m 36s,11/3/2013 11:23,Midtown YWCA,30080,11/3/2013 11:43,Lake Street & West River Parkway,30147,N00580
0h 2m 51s,11/3/2013 11:23,5th Ave N & 4th Street N,30056,11/3/2013 11:25,North 2nd Street & 4th Ave. N,30011,N00184
0h 20m 22s,11/3/2013 11:22,Midtown YWCA,30080,11/3/2013 11:43,Lake Street & West River Parkway,30147,N00235
0h 11m 26s,11/3/2013 11:22,Mpls. Convention Center,30012,11/3/2013 11:34,Nicollet Ave & W 26th Street,30049,N01857
0h 11m 47s,11/3/2013 11:21,Mpls. Convention Center,30012,11/3/2013 11:33,Nicollet Ave & W 26th Street,30049,C00423
0h 12m 1s,11/3/2013 11:21,Mpls. Convention Center,30012,11/3/2013 11:33,Nicollet Ave & W 26th Street,30049,C00416
0h 54m 15s,11/3/2013 11:21,University of St. Thomas,30155,11/3/2013 12:16,University of St. Thomas,30155,N00726
0h 55m 18s,11/3/2013 11:20,University of St. Thomas,30155,11/3/2013 12:16,University of St. Thomas,30155,C00533
0h 15m 24s,11/3/2013 11:19,University & Bank Street SE,30047,11/3/2013 11:35,YWCA Downtown,30006,N01921
0h 5m 37s,11/3/2013 11:14,Girard Ave N & W Broadway Ave,30068,11/3/2013 11:20,Plymouth Ave. N & Fremont,30066,N01826
0h 5m 31s,11/3/2013 11:12,2nd Street N & 8th Ave. N,30092,11/3/2013 11:18,Broadway & Marshall Street NE,30152,N00319
0h 15m 49s,11/3/2013 11:11,Dupont Ave & 22nd Street,30048,11/3/2013 11:26,Dupont Ave & 22nd Street,30048,C00480
1h 19m 19s,11/3/2013 11:10,Lake Street & Knox Ave S,30158,11/3/2013 12:29,Lake Street & Knox Ave S,30158,N00352
1h 19m 31s,11/3/2013 11:10,Lake Street & Knox Ave S,30158,11/3/2013 12:29,Lake Street & Knox Ave S,30158,C00337
0h 27m 8s,11/3/2013 11:10,Midtown YWCA,30080,11/3/2013 11:37,Midtown YWCA,30080,N00343
0h 28m 23s,11/3/2013 11:09,Midtown YWCA,30080,11/3/2013 11:37,Midtown YWCA,30080,C00392
0h 16m 5s,11/3/2013 11:08,Midtown Exchange,30008,11/3/2013 11:24,11th Street & Marquette,30040,N01722
0h 7m 56s,11/3/2013 11:06,West 32nd Street & Bryant Ave S,30094,11/3/2013 11:14,Nicollet Ave & W 26th Street,30049,N00691
0h 17m 1s,11/3/2013 11:07,Midtown Exchange,30008,11/3/2013 11:24,11th Street & Marquette,30040,N00581
0h 18m 0s,11/3/2013 11:05,4th Street S & 19th Ave.,30027,11/3/2013 11:23,Como Ave. SE & 29th Ave. SE,30109,N01176
0h 18m 20s,11/3/2013 11:05,4th Street S & 19th Ave.,30027,11/3/2013 11:23,Como Ave. SE & 29th Ave. SE,30109,N00969
0h 42m 32s,11/3/2013 11:03,LaSalle Ave & 9th Street S,30167,11/3/2013 11:46,100 Main Street SE,30000,N01168
0h 30m 3s,11/3/2013 11:02,7th Street & 4th Ave. S,30051,11/3/2013 11:32,IDS Center,30042,N00640
0h 18m 43s,11/3/2013 11:02,Marshall Street NE & 8th Ave. NE,30098,11/3/2013 11:21,Washington & 2nd Ave. N,30021,N00712
0h 42m 39s,11/3/2013 11:03,LaSalle Ave & 9th Street S,30167,11/3/2013 11:45,100 Main Street SE,30000,N00332
0h 8m 40s,11/3/2013 11:02,Washington & Cedar,30015,11/3/2013 11:10,3rd Street S & 2nd Ave. S,30050,C00525
0h 5m 6s,11/3/2013 11:00,Hennepin & Central Avenue NE,30005,11/3/2013 11:05,Washington & 2nd Ave. N,30021,N01103
0h 22m 24s,11/3/2013 10:59,Lake Street & Knox Ave S,30158,11/3/2013 11:22,Midtown YWCA,30080,N00235
0h 23m 15s,11/3/2013 10:59,Lake Street & Knox Ave S,30158,11/3/2013 11:22,Midtown YWCA,30080,N00580
0h 6m 49s,11/3/2013 10:58,Nicollet & Franklin,30060,11/3/2013 11:05,LaSalle Ave & 9th Street S,30167,N00809
0h 5m 3s,11/3/2013 10:57,Bryant Ave. N & West Broadway,30067,11/3/2013 11:02,Girard Ave N & W Broadway Ave,30068,N01826
0h 24m 58s,11/3/2013 10:56,Marshall Street NE & 8th Ave. NE,30098,11/3/2013 11:21,Washington & 2nd Ave. N,30021,N01695
0h 6m 43s,11/3/2013 10:54,YWCA Uptown,30020,11/3/2013 11:01,Dupont Ave & 22nd Street,30048,N01819
0h 4m 17s,11/3/2013 10:41,4th Street & 13th Ave. SE,30009,11/3/2013 10:46,McNamara Center,30057,N00047
0h 19m 0s,11/3/2013 10:31,YWCA Downtown,30006,11/3/2013 10:50,22nd Ave S & Franklin Ave,30014,N00021
0h 19m 3s,11/3/2013 10:31,YWCA Downtown,30006,11/3/2013 10:50,22nd Ave S & Franklin Ave,30014,N01970
0h 5m 33s,11/3/2013 10:29,Plymouth Ave. N & Fremont,30066,11/3/2013 10:35,Bryant Ave. N & West Broadway,30067,N00765
0h 26m 40s,11/3/2013 10:28,Boom Island Park,30151,11/3/2013 10:55,Marshall Street NE & 8th Ave. NE,30098,N00712
0h 27m 21s,11/3/2013 10:28,Boom Island Park,30151,11/3/2013 10:55,Marshall Street NE & 8th Ave. NE,30098,N00895
0h 4m 47s,11/3/2013 10:27,Gateway Park,30091,11/3/2013 10:32,2nd Street N & 8th Ave. N,30092,N00882
0h 15m 5s,11/3/2013 10:25,11th Street & Marquette,30040,11/3/2013 10:40,MCAD,30018,N00910
0h 8m 47s,11/3/2013 10:19,West 15th Street & Willow,30093,11/3/2013 10:28,Hennepin Ave. & 4th Street,30055,N00918
0h 13m 0s,11/3/2013 10:14,Hennepin Ave. & 4th Street,30055,11/3/2013 10:27,Washington & Cedar,30015,N00849
0h 10m 41s,11/3/2013 10:10,Lake Street & Lyndale,30013,11/3/2013 10:21,22nd Street & Lyndale,30017,N00348
1h 17m 40s,11/3/2013 10:08,IDS Center,30042,11/3/2013 11:26,Midtown Exchange,30008,N01051
1h 17m 27s,11/3/2013 10:08,IDS Center,30042,11/3/2013 11:26,Midtown Exchange,30008,N00678
0h 12m 34s,11/3/2013 10:07,Lake Street & Humboldt,30043,11/3/2013 10:19,Midtown Exchange,30008,N01182
0h 7m 8s,11/3/2013 10:07,2nd Street N & 8th Ave. N,30092,11/3/2013 10:14,Gateway Park,30091,N00882
0h 17m 49s,11/3/2013 10:07,100 Main Street SE,30000,11/3/2013 10:24,Boom Island Park,30151,N00135
0h 18m 1s,11/3/2013 10:06,100 Main Street SE,30000,11/3/2013 10:24,Boom Island Park,30151,N00447
0h 22m 18s,11/3/2013 10:06,Plymouth Ave N. &  N. Oliver Ave,30003,11/3/2013 10:28,Washington Ave S & 9th Ave S,30046,N00639
0h 22m 31s,11/3/2013 10:06,11th Street & Marquette,30040,11/3/2013 10:28,Midtown Exchange,30008,N01722
0h 22m 1s,11/3/2013 10:05,11th Street & Marquette,30040,11/3/2013 10:27,Midtown Exchange,30008,N00581
0h 10m 54s,11/3/2013 10:04,W 36th Street & W Calhoun Parkway,30166,11/3/2013 10:15,Lake Street & Knox Ave S,30158,N01931
0h 7m 11s,11/3/2013 10:04,Oak Street Ramp,30034,11/3/2013 10:11,27th Ave SE & University Ave.,30074,N01953
0h 10m 22s,11/3/2013 9:57,YWCA Downtown,30006,11/3/2013 10:07,University & Bank Street SE,30047,N01921
52h 0m 23s,11/3/2013 9:58,Harriet Island,30131,11/5/2013 13:58,Kellogg Blvd & Wabasha Street,30132,N00901
52h 2m 1s,11/3/2013 9:57,Harriet Island,30131,11/5/2013 13:59,Kellogg Blvd & Wabasha Street,30132,N01873
0h 12m 28s,11/3/2013 9:53,Hennepin County Government Center,30029,11/3/2013 10:05,100 Main Street SE,30000,N01833
0h 12m 40s,11/3/2013 9:52,Hennepin County Government Center,30029,11/3/2013 10:05,100 Main Street SE,30000,N00447
0h 17m 57s,11/3/2013 9:51,N Milton Street & Summit Ave,30101,11/3/2013 10:09,Science Museum of Minnesota,30136,N00178
0h 14m 16s,11/3/2013 9:50,Lake Street & Knox Ave S,30158,11/3/2013 10:04,W 36th Street & W Calhoun Parkway,30166,N01931
1h 53m 48s,11/3/2013 9:41,Union Depot,30119,11/3/2013 11:35,Union Depot,30119,N09998
0h 5m 10s,11/3/2013 9:39,26th Street & Lyndale,30022,11/3/2013 9:44,Emerson Ave. S & 24th Street,30061,C00412
0h 6m 18s,11/3/2013 9:35,Dupont Ave & 22nd Street,30048,11/3/2013 9:42,YWCA Uptown,30020,N00233
0h 33m 22s,11/3/2013 9:36,W 36th Street & W Calhoun Parkway,30166,11/3/2013 10:09,W 36th Street & W Calhoun Parkway,30166,N01910
0h 7m 14s,11/3/2013 9:20,15th Ave. SE & Como Ave. SE,30110,11/3/2013 9:28,University Ave. & 23rd Ave. SE,30031,N01691
0h 9m 56s,11/3/2013 9:13,Emerson Ave. S & 24th Street,30061,11/3/2013 9:23,Dupont Ave & 22nd Street,30048,N00097
0h 5m 36s,11/3/2013 9:08,YWCA Downtown,30006,11/3/2013 9:13,Washington & Marquette,30028,C00321
0h 55m 38s,11/3/2013 9:07,Hennepin & Laurel Ave.,30010,11/3/2013 10:03,YWCA Uptown,30020,N01156
0h 2m 40s,11/3/2013 9:05,26th Street & Hennepin,30044,11/3/2013 9:08,Emerson Ave. S & 24th Street,30061,N00166
0h 7m 41s,11/3/2013 9:04,Oak Street Ramp,30034,11/3/2013 9:12,4th Street S & 19th Ave.,30027,N00284
0h 5m 36s,11/3/2013 9:01,YWCA Downtown,30006,11/3/2013 9:06,Nicollet & Franklin,30060,N00809
0h 6m 30s,11/3/2013 8:56,YWCA Uptown,30020,11/3/2013 9:03,Emerson Ave. S & 24th Street,30061,N00097
0h 10m 26s,11/3/2013 8:53,W 36th Street & W Calhoun Parkway,30166,11/3/2013 9:03,Lake Street & Knox Ave S,30158,N01931
0h 22m 17s,11/3/2013 8:50,River Park Plaza,30130,11/3/2013 9:12,Harriet Island,30131,C00534
0h 22m 48s,11/3/2013 8:50,River Park Plaza,30130,11/3/2013 9:13,Harriet Island,30131,N01092
0h 22m 24s,11/3/2013 8:49,River Park Plaza,30130,11/3/2013 9:12,Harriet Island,30131,N01171
0h 7m 33s,11/3/2013 8:46,26th Street & Hennepin,30044,11/3/2013 8:54,Dupont Ave S & Lake Street,30160,N01946
0h 13m 58s,11/3/2013 8:39,Lake Street & Knox Ave S,30158,11/3/2013 8:53,W 36th Street & W Calhoun Parkway,30166,N01931
0h 22m 36s,11/3/2013 8:28,Como Ave. SE & 29th Ave. SE,30109,11/3/2013 8:50,Elliot Park,30063,N00819
0h 22m 40s,11/3/2013 8:28,Como Ave. SE & 29th Ave. SE,30109,11/3/2013 8:50,Elliot Park,30063,N01897
0h 8m 31s,11/3/2013 8:05,4th Street & 13th Ave. SE,30009,11/3/2013 8:14,University Ave. & 23rd Ave. SE,30031,N01723
0h 11m 18s,11/3/2013 7:51,22nd Street & Lyndale,30017,11/3/2013 8:02,26th Street & Hennepin,30044,N01946
0h 11m 26s,11/3/2013 7:42,Washington & Cedar,30015,11/3/2013 7:53,Hennepin Ave. & 4th Street,30055,N00849
0h 10m 37s,11/3/2013 7:22,W 36th Street & W Calhoun Parkway,30166,11/3/2013 7:32,Lake Street & Knox Ave S,30158,N01931
0h 14m 9s,11/3/2013 7:07,Lake Street & Knox Ave S,30158,11/3/2013 7:21,W 36th Street & W Calhoun Parkway,30166,N01931
0h 9m 55s,11/3/2013 7:04,South 2nd Street & 3rd Ave. S,30030,11/3/2013 7:14,4th Street & 13th Ave. SE,30009,N00100
0h 10m 47s,11/3/2013 7:02,Portland Ave. & Washington Ave.,30090,11/3/2013 7:13,2nd Street N & 8th Ave. N,30092,N00882
0h 13m 15s,11/3/2013 6:27,2nd Street N & 8th Ave. N,30092,11/3/2013 6:40,Portland Ave. & Washington Ave.,30090,N00933
0h 13m 6s,11/3/2013 6:13,100 Main Street SE,30000,11/3/2013 6:26,3rd Street S & 2nd Ave. S,30050,N01707
0h 18m 44s,11/3/2013 5:52,3rd Street S & 2nd Ave. S,30050,11/3/2013 6:10,100 Main Street SE,30000,N00987
0h 15m 1s,11/3/2013 5:38,N Milton Street & Summit Ave,30101,11/3/2013 5:53,River Park Plaza,30130,N01171
0h 15m 23s,11/3/2013 5:16,South 2nd Street & 3rd Ave. S,30030,11/3/2013 5:31,Coffman Memorial Union,30024,N00137
0h 7m 47s,11/3/2013 5:13,MCAD,30018,11/3/2013 5:21,Emerson Ave. S & 24th Street,30061,N01098
57h 48m 53s,11/3/2013 5:11,22nd Street & Lyndale,30017,11/5/2013 15:00,,,N00177
0h 5m 37s,11/3/2013 5:11,Hennepin County Government Center,30029,11/3/2013 5:16,West 15th Street & Willow,30093,N00373
0h 20m 31s,11/3/2013 4:14,2nd Street N & 8th Ave. N,30092,11/3/2013 4:35,West Broadway & Logan Ave N,30070,N00282
0h 45m 21s,11/3/2013 4:09,11th Street & Hennepin,30004,11/3/2013 4:54,22nd Street & Lyndale,30017,N00317
0h 5m 39s,11/3/2013 4:08,Gateway Park,30091,11/3/2013 4:14,2nd Street N & 8th Ave. N,30092,N00282
0h 10m 42s,11/3/2013 3:36,Washington & Cedar,30015,11/3/2013 3:47,27th Ave SE & University Ave.,30074,N00641
0h 7m 38s,11/3/2013 2:22,McNamara Center,30057,11/3/2013 2:30,15th Ave. SE & Como Ave. SE,30110,N00730
0h 51m 33s,11/3/2013 2:13,YWCA Downtown,30006,11/3/2013 3:05,YWCA Downtown,30006,N01921
0h 5m 36s,11/3/2013 1:47,YWCA Downtown,30006,11/3/2013 1:53,Nicollet & Franklin,30060,N00912
0h 4m 49s,11/3/2013 1:41,Gateway Park,30091,11/3/2013 1:46,Chicago Ave & Washington Ave S,30143,N01180
0h 21m 37s,11/3/2013 1:19,11th Street & Marquette,30040,11/3/2013 1:41,University Ave. NE & 12th Ave. NE,30096,N00794
0h 4m 54s,11/3/2013 1:15,Currie Park,30037,11/3/2013 1:20,Washington & Cedar,30015,N00849
0h 10m 40s,11/3/2013 1:08,22nd Ave S & Franklin Ave,30014,11/3/2013 1:19,27th Ave SE & University Ave.,30074,N00146
0h 24m 53s,11/3/2013 1:08,9th Street N & Hawthorne Ave,30142,11/3/2013 1:33,Marshall Street NE & Lowry Ave,30168,N00776
0h 25m 32s,11/3/2013 1:07,9th Street N & Hawthorne Ave,30142,11/3/2013 1:33,Marshall Street NE & Lowry Ave,30168,C00520
0h 14m 1s,11/3/2013 1:58,Marshall Street NE & 8th Ave. NE,30098,11/3/2013 1:12,South 2nd Street & 3rd Ave. S,30030,N00086
0h 11m 36s,11/3/2013 1:47,7th Street & 4th Ave. S,30051,11/3/2013 1:58,26th Street & Lyndale,30022,N00123
0h 12m 1s,11/3/2013 1:44,4th Street & 13th Ave. SE,30009,11/3/2013 1:56,Washington & Cedar,30015,N00286
0h 10m 52s,11/3/2013 1:32,Currie Park,30037,11/3/2013 1:43,3rd Street S & 2nd Ave. S,30050,N01737
0h 6m 41s,11/3/2013 1:28,Washington & Cedar,30015,11/3/2013 1:34,South 2nd Street & 3rd Ave. S,30030,C00327
0h 9m 36s,11/3/2013 1:23,Augsburg College,30002,11/3/2013 1:33,Oak Street Ramp,30034,N00074
0h 23m 59s,11/3/2013 1:10,38th Street Light Rail,30163,11/3/2013 1:34,Dupont Ave S & Lake Street,30160,N00194
0h 1m 31s,11/3/2013 1:06,10th Street E & Cedar Street,30117,11/3/2013 1:07,N Robert Street & E 10th Street,30141,N01868
0h 1m 36s,11/3/2013 1:06,10th Street E & Cedar Street,30117,11/3/2013 1:07,N Robert Street & E 10th Street,30141,N01060
0h 3m 46s,11/3/2013 1:04,4th Street S & 19th Ave.,30027,11/3/2013 1:08,Coffman Memorial Union,30024,N00491
0h 9m 24s,11/3/2013 1:01,Portland Ave. & Washington Ave.,30090,11/3/2013 1:10,22nd Ave S & Franklin Ave,30014,N00399
0h 27m 59s,11/3/2013 0:49,Broadway & Marshall Street NE,30152,11/3/2013 1:17,9th Street N & Hawthorne Ave,30142,N01116
0h 28m 50s,11/3/2013 0:48,Broadway & Marshall Street NE,30152,11/3/2013 1:17,9th Street N & Hawthorne Ave,30142,N01938
0h 28m 9s,11/3/2013 0:49,Broadway & Marshall Street NE,30152,11/3/2013 1:17,9th Street N & Hawthorne Ave,30142,N01896
0h 9m 56s,11/3/2013 0:40,Emerson Ave. S & 24th Street,30061,11/3/2013 0:50,Hennepin & Laurel Ave.,30010,N00197
0h 6m 17s,11/3/2013 0:32,Hennepin & Laurel Ave.,30010,11/3/2013 0:38,Walker Art Center,30016,N00080
0h 11m 21s,11/3/2013 0:31,2nd Street N & 8th Ave. N,30092,11/3/2013 0:42,Broadway & Marshall Street NE,30152,N01116
0h 11m 2s,11/3/2013 0:30,2nd Street N & 8th Ave. N,30092,11/3/2013 0:41,Broadway & Marshall Street NE,30152,N01896
0h 12m 12s,11/3/2013 0:29,2nd Street N & 8th Ave. N,30092,11/3/2013 0:41,Broadway & Marshall Street NE,30152,N01084
0h 13m 4s,11/3/2013 0:09,West 36th Street & Bryant Ave S,30095,11/3/2013 0:22,Emerson Ave. S & 24th Street,30061,N00197
0h 10m 55s,11/2/2013 23:57,27th Ave SE & University Ave.,30074,11/3/2013 0:08,22nd Ave S & Franklin Ave,30014,N00146
0h 12m 12s,11/2/2013 23:56,Lake Street & Knox Ave S,30158,11/3/2013 0:08,West 36th Street & Bryant Ave S,30095,N00197
0h 10m 10s,11/2/2013 23:38,Emerson Ave. S & 24th Street,30061,11/2/2013 23:48,Lake Street & Knox Ave S,30158,N00197
0h 10m 41s,11/2/2013 23:13,University & Bank Street SE,30047,11/2/2013 23:23,Logan Park,30104,N00231
0h 9m 13s,11/2/2013 23:06,Loring Park,30035,11/2/2013 23:15,Dupont Ave & 22nd Street,30048,N01894
0h 8m 7s,11/2/2013 22:57,26th Street & Lyndale,30022,11/2/2013 23:06,YWCA Downtown,30006,N01970
0h 6m 23s,11/2/2013 22:47,Washington Ave S & 9th Ave S,30046,11/2/2013 22:54,Hennepin Ave. & 4th Street,30055,N00995
0h 2m 35s,11/2/2013 22:41,West 15th Street & Willow,30093,11/2/2013 22:44,Walker Art Center,30016,N00857
0h 17m 58s,11/2/2013 22:41,Nicollet & Franklin,30060,11/2/2013 22:59,West 32nd Street & Bryant Ave S,30094,N00691
0h 3m 9s,11/2/2013 22:36,Nicollet Mall and Grant Street,30052,11/2/2013 22:39,11th Street & Hennepin,30004,N00108
0h 3m 20s,11/2/2013 22:35,Nicollet Mall and Grant Street,30052,11/2/2013 22:39,11th Street & Hennepin,30004,N01669
0h 9m 24s,11/2/2013 22:35,University & Bank Street SE,30047,11/2/2013 22:45,South 2nd Street & 3rd Ave. S,30030,C00435
0h 14m 35s,11/2/2013 22:34,Marshall Street NE & 8th Ave. NE,30098,11/2/2013 22:48,11th Street & Marquette,30040,C00496
0h 14m 33s,11/2/2013 22:34,Marshall Street NE & 8th Ave. NE,30098,11/2/2013 22:48,11th Street & Marquette,30040,N00246
0h 18m 46s,11/2/2013 22:28,Marshall Street NE & 8th Ave. NE,30098,11/2/2013 22:47,9th Street N & Hawthorne Ave,30142,N00463
0h 3m 55s,11/2/2013 22:23,South 2nd Street & 3rd Ave. S,30030,11/2/2013 22:27,Hennepin Ave. & 4th Street,30055,N00464
0h 6m 25s,11/2/2013 22:21,IDS Center,30042,11/2/2013 22:27,Nicollet & Franklin,30060,N00630
0h 30m 10s,11/2/2013 22:16,Marshall Street NE & Lowry Ave,30168,11/2/2013 22:47,9th Street N & Hawthorne Ave,30142,N00109
0h 11m 18s,11/2/2013 22:16,Marshall Street NE & Lowry Ave,30168,11/2/2013 22:27,Marshall Street NE & 8th Ave. NE,30098,N01695
0h 8m 14s,11/2/2013 22:09,26th Street & Hennepin,30044,11/2/2013 22:18,West 15th Street & Willow,30093,N01130
0h 17m 43s,11/2/2013 22:01,27th Ave SE & University Ave.,30074,11/2/2013 22:19,University & Bank Street SE,30047,C00435
0h 8m 16s,11/2/2013 21:58,6th Ave. SE & University Ave.,30088,11/2/2013 22:06,Portland Ave. & Washington Ave.,30090,N01982
0h 8m 53s,11/2/2013 21:58,6th Ave. SE & University Ave.,30088,11/2/2013 22:07,Portland Ave. & Washington Ave.,30090,N00877
0h 9m 19s,11/2/2013 21:57,6th Ave. SE & University Ave.,30088,11/2/2013 22:07,Portland Ave. & Washington Ave.,30090,N01127
0h 9m 46s,11/2/2013 21:57,6th Ave. SE & University Ave.,30088,11/2/2013 22:07,Portland Ave. & Washington Ave.,30090,N01041
0h 11m 46s,11/2/2013 21:51,Marshall Street NE & 18th Ave NE,30169,11/2/2013 22:03,2nd Street N & 8th Ave. N,30092,N01084
0h 11m 41s,11/2/2013 21:51,Marshall Street NE & 18th Ave NE,30169,11/2/2013 22:03,2nd Street N & 8th Ave. N,30092,N01672
0h 3m 36s,11/2/2013 21:50,Landmark Plaza,30127,11/2/2013 21:54,Union Depot,30119,N00191
0h 11m 27s,11/2/2013 21:51,Marshall Street NE & 18th Ave NE,30169,11/2/2013 22:03,2nd Street N & 8th Ave. N,30092,N01116
0h 0m 15s,11/2/2013 21:49,Marshall Street NE & 18th Ave NE,30169,11/2/2013 21:50,Marshall Street NE & 18th Ave NE,30169,N01116
0h 21m 38s,11/2/2013 21:48,West Broadway & Logan Ave N,30070,11/2/2013 22:10,Gateway Park,30091,N09991
0h 18m 11s,11/2/2013 21:43,Merriam Park Library,30083,11/2/2013 22:01,27th Ave SE & University Ave.,30074,C00435
0h 12m 18s,11/2/2013 21:42,25th Street & 33rd. Ave. S.,30001,11/2/2013 21:54,27th Ave SE & University Ave.,30074,N00146
0h 5m 59s,11/2/2013 21:41,Downtown Library,30036,11/2/2013 21:47,Nicollet Mall and Grant Street,30052,N00108
0h 7m 14s,11/2/2013 21:39,Downtown Library,30036,11/2/2013 21:46,Nicollet Mall and Grant Street,30052,N01669
0h 6m 38s,11/2/2013 21:36,Macalester College,30086,11/2/2013 21:43,Merriam Park Library,30083,C00435
0h 4m 38s,11/2/2013 21:34,University & Bank Street SE,30047,11/2/2013 21:39,6th Ave. SE & University Ave.,30088,N01684
0h 5m 19s,11/2/2013 21:34,University & Bank Street SE,30047,11/2/2013 21:39,6th Ave. SE & University Ave.,30088,N01041
0h 4m 21s,11/2/2013 21:23,Broadway & Marshall Street NE,30152,11/2/2013 21:27,Marshall Street NE & 18th Ave NE,30169,N00956
0h 5m 12s,11/2/2013 21:22,Broadway & Marshall Street NE,30152,11/2/2013 21:28,Marshall Street NE & 18th Ave NE,30169,C00523
0h 5m 27s,11/2/2013 21:22,Broadway & Marshall Street NE,30152,11/2/2013 21:27,Marshall Street NE & 18th Ave NE,30169,N01849
0h 24m 48s,11/2/2013 21:18,Grand Ave & Lexington Parkway,30100,11/2/2013 21:43,Grand Ave & Cretin Ave,30084,N00141
0h 23m 55s,11/2/2013 21:18,Augsburg College,30002,11/2/2013 21:42,25th Street & 33rd. Ave. S.,30001,N00146
0h 25m 18s,11/2/2013 21:18,Grand Ave & Lexington Parkway,30100,11/2/2013 21:43,Grand Ave & Cretin Ave,30084,N00764
0h 11m 42s,11/2/2013 21:16,Dupont Ave S & Lake Street,30160,11/2/2013 21:27,Midtown Exchange,30008,N00134
0h 8m 9s,11/2/2013 21:09,Coffman Memorial Union,30024,11/2/2013 21:17,Augsburg College,30002,N00146
0h 23m 37s,11/2/2013 21:09,Elliot Park,30063,11/2/2013 21:33,Elliot Park,30063,N01941
0h 7m 26s,11/2/2013 21:06,27th Ave SE & University Ave.,30074,11/2/2013 21:14,4th Street & 13th Ave. SE,30009,N00286
0h 17m 17s,11/2/2013 20:59,Walker Art Center,30016,11/2/2013 21:16,5th Ave N & 4th Street N,30056,N01167
0h 7m 24s,11/2/2013 20:54,South 2nd Street & 3rd Ave. S,30030,11/2/2013 21:02,Washington & Cedar,30015,N00641
0h 20m 42s,11/2/2013 20:53,Landmark Plaza,30127,11/2/2013 21:14,Hague Ave & Dale Street,30103,C00419
0h 7m 56s,11/2/2013 20:53,Washington & 2nd Ave. N,30021,11/2/2013 21:01,Washington & 2nd Ave. N,30021,N00089
0h 15m 58s,11/2/2013 20:53,LaSalle Ave & 9th Street S,30167,11/2/2013 21:09,7th Street & 4th Ave. S,30051,N00123
0h 15m 57s,11/2/2013 20:53,LaSalle Ave & 9th Street S,30167,11/2/2013 21:09,7th Street & 4th Ave. S,30051,N00790
0h 3m 1s,11/2/2013 20:44,4th Street & 13th Ave. SE,30009,11/2/2013 20:47,4th Street & 17th Ave. SE,30032,N01075
0h 4m 46s,11/2/2013 20:43,Cedar Ave & 5th Street S,30038,11/2/2013 20:48,Cedar Ave & 5th Street S,30038,N01128
0h 5m 27s,11/2/2013 20:41,6th Ave. SE & University Ave.,30088,11/2/2013 20:46,University & Bank Street SE,30047,N01041
0h 5m 25s,11/2/2013 20:41,6th Ave. SE & University Ave.,30088,11/2/2013 20:46,University & Bank Street SE,30047,N01684
0h 13m 59s,11/2/2013 20:28,Social Sciences,30019,11/2/2013 20:42,Elliot Hall,30058,C00514
0h 11m 26s,11/2/2013 20:20,Hennepin Ave. & 4th Street,30055,11/2/2013 20:31,100 Main Street SE,30000,N01045
0h 11m 50s,11/2/2013 20:19,Hennepin Ave. & 4th Street,30055,11/2/2013 20:31,100 Main Street SE,30000,N00196
0h 16m 16s,11/2/2013 20:18,Lake Street & Humboldt,30043,11/2/2013 20:34,YWCA Downtown,30006,N01741
0h 16m 28s,11/2/2013 20:17,Lake Street & Humboldt,30043,11/2/2013 20:34,YWCA Downtown,30006,N00809
0h 16m 35s,11/2/2013 20:10,LaSalle Ave & 9th Street S,30167,11/2/2013 20:26,7th Street & 4th Ave. S,30051,N00647
0h 16m 37s,11/2/2013 20:10,LaSalle Ave & 9th Street S,30167,11/2/2013 20:26,7th Street & 4th Ave. S,30051,N00640
0h 15m 22s,11/2/2013 20:10,LaSalle Ave & 9th Street S,30167,11/2/2013 20:25,7th Street & 4th Ave. S,30051,N01899
0h 4m 37s,11/2/2013 20:06,26th Street & Hennepin,30044,11/2/2013 20:11,Dupont Ave & 22nd Street,30048,C00480
0h 30m 24s,11/2/2013 20:04,Macalester College,30086,11/2/2013 20:34,University of St. Thomas,30155,N00955
