10	0.033333335	30004
10	0.033333335	30010
10	0.033333335	30034
10	0.033333335	30061
10	0.033333335	30061
10	0.033333335	30151
10	0.033333335	30157
10	0.033333335	30163
10	0.033333335	30169
10	0.05	30007
10	0.05	30010
10	0.05	30011
10	0.05	30013
10	0.05	30019
10	0.05	30027
10	0.05	30027
10	0.05	30027
10	0.05	30027
10	0.05	30029
10	0.05	30030
10	0.05	30034
10	0.05	30037
10	0.05	30037
10	0.05	30037
10	0.05	30040
10	0.05	30041
10	0.05	30043
10	0.05	30048
10	0.05	30050
10	0.05	30051
10	0.05	30054
10	0.05	30062
10	0.05	30063
10	0.05	30065
10	0.05	30087
10	0.05	30093
10	0.05	30093
10	0.05	30095
10	0.05	30109
10	0.05	30140
10	0.05	30156
10	0.05	30157
10	0.05	30157
10	0.05	30157
10	0.05	30157
10	0.05	30160
10	0.05	30163
10	0.05	30163
10	0.05	30163
10	0.06666667	30026
10	0.06666667	30027
10	0.06666667	30029
10	0.06666667	30035
10	0.06666667	30037
10	0.06666667	30037
10	0.06666667	30043
10	0.06666667	30046
10	0.06666667	30050
10	0.06666667	30097
10	0.06666667	30097
10	0.06666667	30143
10	0.06666667	30150
10	0.06666667	30157
10	0.06666667	30157
10	0.083333336	30002
10	0.083333336	30006
10	0.083333336	30010
10	0.083333336	30012
10	0.083333336	30026
10	0.083333336	30027
10	0.083333336	30027
10	0.083333336	30029
10	0.083333336	30034
10	0.083333336	30035
10	0.083333336	30046
10	0.083333336	30053
10	0.083333336	30057
10	0.083333336	30066
10	0.083333336	30083
10	0.083333336	30149
10	0.083333336	30153
10	0.083333336	30155
10	0.083333336	30163
10	0.1	30008
10	0.1	30010
10	0.1	30018
10	0.1	30024
10	0.1	30027
10	0.1	30027
10	0.1	30027
10	0.1	30034
10	0.1	30055
10	0.1	30058
10	0.1	30085
10	0.1	30088
10	0.1	30088
10	0.1	30090
10	0.1	30108
10	0.1	30155
10	0.11666667	30027
10	0.11666667	30029
10	0.11666667	30039
10	0.11666667	30048
10	0.11666667	30135
10	0.11666667	30149
10	0.11666667	30149
10	0.11666667	30155
10	0.13333334	30000
10	0.13333334	30004
10	0.13333334	30004
10	0.13333334	30011
10	0.13333334	30014
10	0.13333334	30019
10	0.13333334	30022
10	0.13333334	30129
10	0.13333334	30154
10	0.15	30010
10	0.15	30030
10	0.15	30045
10	0.15	30053
10	0.15	30069
10	0.15	30145
10	0.15	30158
10	0.16666667	30019
10	0.16666667	30024
10	0.16666667	30074
10	0.16666667	30088
10	0.16666667	30090
10	0.18333334	30007
10	0.18333334	30019
10	0.18333334	30020
10	0.18333334	30023
10	0.18333334	30026
10	0.18333334	30047
10	0.18333334	30116
10	0.2	30001
10	0.2	30017
10	0.2	30019
10	0.2	30047
10	0.2	30091
10	0.2	30091
10	0.2	30142
10	0.21666667	30050
10	0.23333333	30070
10	0.23333333	30108
10	0.25	30027
10	0.25	30039
10	0.25	30103
10	0.25	30155
10	0.26666668	30014
10	0.26666668	30057
10	0.28333333	30026
10	0.28333333	30029
10	0.28333333	30040
10	0.28333333	30047
10	0.28333333	30061
10	0.3	30010
10	0.3	30017
10	0.3	30019
10	0.3	30027
10	0.3	30030
10	0.3	30045
10	0.3	30061
10	0.31666666	30025
10	0.31666666	30056
10	0.31666666	30137
10	0.33333334	30010
10	0.35	30006
10	0.35	30014
10	0.35	30034
10	0.35	30042
10	0.36666667	30001
10	0.36666667	30026
10	0.36666667	30035
10	0.36666667	30047
10	0.36666667	30060
10	0.36666667	30093
10	0.38333333	30006
10	0.38333333	30042
10	0.38333333	30045
10	0.38333333	30065
10	0.38333333	30084
10	0.38333333	30114
10	0.38333333	30134
10	0.4	30051
10	0.4	30057
10	0.41666666	30025
10	0.41666666	30085
10	0.43333334	30019
10	0.43333334	30045
10	0.43333334	30093
10	0.45	30044
10	0.45	30142
10	0.46666667	30004
10	0.48333332	30009
10	0.48333332	30062
10	0.48333332	30069
10	0.5	30019
10	0.5	30050
10	0.5	30088
10	0.51666665	30019
10	0.51666665	30042
10	0.51666665	30050
10	0.53333336	30061
10	0.56666666	30127
10	0.6	30012
10	0.6	30017
10	0.6	30070
10	0.6	30088
10	0.6	30160
10	0.6166667	30000
10	0.6166667	30046
10	0.6166667	30080
10	0.65	30000
10	0.65	30041
10	0.6666667	30019
10	0.6666667	30057
10	0.68333334	30099
10	0.7	30002
10	0.7	30018
10	0.7	30049
10	0.71666664	30036
10	0.71666664	30042
10	0.71666664	30088
10	0.73333335	30110
10	0.75	30132
10	0.75	30145
10	0.76666665	30010
10	0.76666665	30044
10	0.8	30134
10	0.8	30155
10	0.81666666	30065
10	0.85	30030
10	0.8666667	30112
10	0.8666667	30147
10	0.8833333	30067
10	0.8833333	30135
10	0.9	30000
10	0.9	30142
10	0.9166667	30026
10	0.96666664	30035
10	0.96666664	30164
10	0.98333335	30058
10	1.0	30027
10	1.0166667	30006
10	1.0333333	30006
10	1.0333333	30027
10	1.05	30027
10	1.05	30030
10	1.05	30117
10	1.1	30006
10	1.1	30051
10	1.1166667	30019
10	1.1166667	30047
10	1.1666666	30006
10	1.1666666	30006
10	1.1666666	30057
10	1.1833334	30007
10	1.1833334	30147
10	1.2	30006
10	1.2	30050
10	1.2	30117
10	1.2166667	30019
10	1.2166667	30117
10	1.2166667	30143
10	1.2333333	30026
10	1.2333333	30051
10	1.2333333	30155
10	1.25	30006
10	1.25	30011
10	1.25	30026
10	1.25	30128
10	1.2666667	30006
10	1.2666667	30117
10	1.2833333	30011
10	1.2833333	30011
10	1.2833333	30027
10	1.2833333	30036
10	1.2833333	30050
10	1.2833333	30083
10	1.3	30055
10	1.3	30117
10	1.3166666	30012
10	1.3166666	30012
10	1.3166666	30142
10	1.3333334	30028
10	1.3333334	30050
10	1.3333334	30085
10	1.35	30027
10	1.35	30027
10	1.3666667	30006
10	1.3666667	30015
10	1.3666667	30061
10	1.3666667	30084
10	1.3666667	30084
10	1.3833333	30158
10	1.4333334	30006
10	1.4333334	30006
10	1.4333334	30019
10	1.4333334	30040
10	1.45	30011
10	1.45	30052
10	1.4666667	30006
10	1.4666667	30006
10	1.4666667	30035
10	1.4666667	30050
10	1.4666667	30091
10	1.5	30024
10	1.5	30052
10	1.5	30143
10	1.5	30155
10	1.5166667	30011
10	1.5166667	30027
10	1.5166667	30028
10	1.5166667	30084
10	1.5333333	30050
10	1.5333333	30084
10	1.5333333	30084
10	1.5333333	30117
10	1.5333333	30155
10	1.55	30001
10	1.55	30006
10	1.55	30084
10	1.5666666	30006
10	1.5666666	30011
10	1.5666666	30011
10	1.5666666	30019
10	1.5666666	30021
10	1.5666666	30042
10	1.5833333	30004
10	1.5833333	30010
10	1.5833333	30026
10	1.5833333	30050
10	1.5833333	30051
10	1.5833333	30160
10	1.6	30040
10	1.6	30048
10	1.6	30117
10	1.6	30117
10	1.6166667	30006
10	1.6166667	30019
10	1.6166667	30042
10	1.6166667	30055
10	1.6333333	30004
10	1.6333333	30011
10	1.6333333	30017
10	1.6333333	30027
10	1.6333333	30034
10	1.6333333	30034
10	1.6333333	30039
10	1.6333333	30057
10	1.65	30007
10	1.65	30049
10	1.65	30057
10	1.65	30057
10	1.65	30084
10	1.65	30161
10	1.6666667	30011
10	1.6666667	30019
10	1.6666667	30057
10	1.6666667	30057
10	1.6666667	30117
10	1.6833334	30046
10	1.7	30006
10	1.7	30026
10	1.7	30057
10	1.7	30084
10	1.7	30084
10	1.7166667	30017
10	1.7166667	30021
10	1.7166667	30030
10	1.7166667	30030
10	1.7166667	30050
10	1.7166667	30057
10	1.7166667	30155
10	1.7333333	30011
10	1.7333333	30018
10	1.7333333	30034
10	1.7333333	30034
10	1.7333333	30040
10	1.7333333	30046
10	1.7333333	30084
10	1.7333333	30102
10	1.7333333	30155
10	1.75	30034
10	1.75	30049
10	1.75	30050
10	1.75	30091
10	1.75	30155
10	1.7666667	30006
10	1.7666667	30018
10	1.7666667	30025
10	1.7666667	30030
10	1.7666667	30034
10	1.7666667	30034
10	1.7666667	30036
10	1.7666667	30040
10	1.7666667	30040
10	1.7666667	30042
10	1.7833333	30009
10	1.7833333	30027
10	1.7833333	30046
10	1.7833333	30050
10	1.7833333	30084
10	1.7833333	30117
10	1.7833333	30141
10	1.8	30051
10	1.8	30057
10	1.8166666	30034
10	1.8166666	30084
10	1.8166666	30091
10	1.8166666	30117
10	1.8166666	30118
10	1.8166666	30126
10	1.8166666	30155
10	1.8333333	30004
10	1.8333333	30011
10	1.8333333	30029
10	1.8333333	30030
10	1.8333333	30039
10	1.8333333	30052
10	1.8333333	30155
10	1.85	30011
10	1.85	30012
10	1.85	30024
10	1.85	30057
10	1.85	30084
10	1.8666667	30011
10	1.8666667	30015
10	1.8666667	30029
10	1.8666667	30034
10	1.8666667	30039
10	1.8666667	30051
10	1.8666667	30084
10	1.8666667	30155
10	1.8666667	30155
10	1.8666667	30167
10	1.8833333	30021
10	1.8833333	30034
10	1.8833333	30034
10	1.8833333	30036
10	1.8833333	30084
10	1.8833333	30090
10	1.9	30011
10	1.9	30034
10	1.9	30034
10	1.9	30052
10	1.9	30053
10	1.9	30061
10	1.9	30084
10	1.9166667	30011
10	1.9166667	30024
10	1.9166667	30039
10	1.9166667	30057
10	1.9166667	30084
10	1.9166667	30092
10	1.9333334	30012
10	1.9333334	30026
10	1.9333334	30042
10	1.9333334	30043
10	1.9333334	30048
10	1.9333334	30084
10	1.95	30014
10	1.95	30027
10	1.95	30029
10	1.95	30052
10	1.95	30084
10	1.9666667	30042
10	1.9666667	30047
10	1.9666667	30050
10	1.9666667	30155
10	1.9833333	30006
10	1.9833333	30016
10	1.9833333	30034
10	1.9833333	30036
10	1.9833333	30040
10	1.9833333	30061
10	1.9833333	30084
10	1.9833333	30142
10	2.0	30025
10	2.0	30027
10	2.0	30038
10	2.0	30050
10	2.0	30061
10	2.0	30136
10	2.0166667	30025
10	2.0166667	30034
10	2.0166667	30036
10	2.0166667	30090
10	2.0166667	30090
10	2.0166667	30091
10	2.0166667	30158
10	2.0333333	30042
10	2.0333333	30051
10	2.0333333	30155
10	2.05	30006
10	2.05	30011
10	2.05	30034
10	2.05	30055
10	2.05	30090
10	2.05	30092
10	2.05	30142
10	2.05	30144
10	2.05	30155
10	2.0666666	30011
10	2.0666666	30024
10	2.0666666	30029
10	2.0666666	30030
10	2.0666666	30034
10	2.0666666	30036
10	2.0666666	30060
10	2.0666666	30091
10	2.0666666	30142
10	2.0666666	30155
10	2.0833333	30007
10	2.0833333	30026
10	2.0833333	30028
10	2.0833333	30039
10	2.0833333	30042
10	2.1	30004
10	2.1	30014
10	2.1	30027
10	2.1	30031
10	2.1	30036
10	2.1	30051
10	2.1	30084
10	2.1	30091
10	2.1	30155
10	2.1166666	30028
10	2.1166666	30028
10	2.1166666	30030
10	2.1166666	30034
10	2.1166666	30036
10	2.1166666	30056
10	2.1166666	30057
10	2.1166666	30081
10	2.1166666	30086
10	2.1166666	30090
10	2.1166666	30123
10	2.1166666	30143
10	2.1333334	30006
10	2.1333334	30006
10	2.1333334	30017
10	2.1333334	30024
10	2.1333334	30027
10	2.1333334	30029
10	2.1333334	30038
10	2.1333334	30040
10	2.1333334	30046
10	2.1333334	30050
10	2.1333334	30050
10	2.1333334	30061
10	2.1333334	30090
10	2.1333334	30090
10	2.1333334	30114
10	2.15	30007
10	2.15	30016
10	2.15	30017
10	2.15	30042
10	2.15	30061
10	2.15	30084
10	2.15	30155
10	2.1666667	30024
10	2.1666667	30024
10	2.1666667	30025
10	2.1666667	30026
10	2.1666667	30035
10	2.1666667	30038
10	2.1666667	30053
10	2.1666667	30057
10	2.1666667	30092
10	2.1666667	30128
10	2.1666667	30155
10	2.1833334	30027
10	2.1833334	30029
10	2.1833334	30035
10	2.1833334	30037
10	2.1833334	30040
10	2.1833334	30044
10	2.1833334	30084
10	2.1833334	30090
10	2.1833334	30097
10	2.1833334	30100
10	2.1833334	30155
10	2.1833334	30158
10	2.2	30002
10	2.2	30011
10	2.2	30016
10	2.2	30021
10	2.2	30021
10	2.2	30025
10	2.2	30029
10	2.2	30029
10	2.2	30029
10	2.2	30029
10	2.2	30034
10	2.2	30036
10	2.2	30039
10	2.2	30040
10	2.2	30049
10	2.2	30050
10	2.2	30053
10	2.2	30084
10	2.2	30090
10	2.2	30091
10	2.2	30119
10	2.2	30123
10	2.2	30158
10	2.2166667	30014
10	2.2166667	30015
10	2.2166667	30015
10	2.2166667	30024
10	2.2166667	30026
10	2.2166667	30027
10	2.2166667	30029
10	2.2166667	30034
10	2.2166667	30036
10	2.2166667	30042
10	2.2166667	30047
10	2.2166667	30049
10	2.2166667	30081
10	2.2166667	30126
10	2.2333333	30014
10	2.2333333	30016
10	2.2333333	30024
10	2.2333333	30044
10	2.2333333	30143
10	2.2333333	30155
10	2.25	30014
10	2.25	30014
10	2.25	30014
10	2.25	30024
10	2.25	30026
10	2.25	30027
10	2.25	30028
10	2.25	30030
10	2.25	30034
10	2.25	30038
10	2.25	30050
10	2.25	30050
10	2.25	30050
10	2.25	30061
10	2.25	30084
10	2.2666667	30010
10	2.2666667	30014
10	2.2666667	30025
10	2.2666667	30030
10	2.2666667	30034
10	2.2666667	30045
10	2.2666667	30061
10	2.2666667	30086
10	2.2666667	30090
10	2.2666667	30155
10	2.2666667	30155
10	2.2833333	30012
10	2.2833333	30024
10	2.2833333	30024
10	2.2833333	30025
10	2.2833333	30034
10	2.2833333	30035
10	2.2833333	30052
10	2.2833333	30057
10	2.2833333	30084
10	2.2833333	30100
10	2.2833333	30160
10	2.3	30001
10	2.3	30006
10	2.3	30011
10	2.3	30012
10	2.3	30014
10	2.3	30014
10	2.3	30021
10	2.3	30025
10	2.3	30036
10	2.3	30036
10	2.3	30049
10	2.3	30092
10	2.3	30143
10	2.3166666	30002
10	2.3166666	30007
10	2.3166666	30016
10	2.3166666	30030
10	2.3166666	30030
10	2.3166666	30030
10	2.3166666	30030
10	2.3166666	30030
10	2.3166666	30034
10	2.3166666	30036
10	2.3166666	30036
10	2.3166666	30036
10	2.3166666	30036
10	2.3166666	30036
10	2.3166666	30039
10	2.3166666	30042
10	2.3166666	30042
10	2.3166666	30057
10	2.3166666	30123
10	2.3166666	30128
10	2.3166666	30143
10	2.3333333	30024
10	2.3333333	30024
10	2.3333333	30026
10	2.3333333	30026
10	2.3333333	30029
10	2.3333333	30042
10	2.3333333	30042
10	2.3333333	30047
10	2.3333333	30050
10	2.3333333	30050
10	2.3333333	30053
10	2.3333333	30074
10	2.3333333	30084
10	2.3333333	30127
10	2.3333333	30143
10	2.35	30022
10	2.35	30024
10	2.35	30026
10	2.35	30029
10	2.35	30030
10	2.35	30038
10	2.35	30042
10	2.35	30045
10	2.35	30091
10	2.35	30091
10	2.35	30092
10	2.35	30103
10	2.35	30155
10	2.35	30155
10	2.35	30158
10	2.3666668	30021
10	2.3666668	30025
10	2.3666668	30028
10	2.3666668	30035
10	2.3666668	30036
10	2.3666668	30040
10	2.3666668	30042
10	2.3666668	30044
10	2.3666668	30057
10	2.3666668	30058
10	2.3666668	30060
10	2.3666668	30081
10	2.3666668	30117
10	2.3666668	30134
10	2.3666668	30142
10	2.3666668	30155
10	2.3666668	30155
10	2.3666668	30167
10	2.3833332	30011
10	2.3833332	30014
10	2.3833332	30022
10	2.3833332	30024
10	2.3833332	30027
10	2.3833332	30032
10	2.3833332	30038
10	2.3833332	30090
10	2.3833332	30090
10	2.3833332	30091
10	2.4	30007
10	2.4	30012
10	2.4	30014
10	2.4	30014
10	2.4	30025
10	2.4	30025
10	2.4	30030
10	2.4	30036
10	2.4	30048
10	2.4	30056
10	2.4	30143
10	2.4166667	30016
10	2.4166667	30024
10	2.4166667	30028
10	2.4166667	30029
10	2.4166667	30030
10	2.4166667	30030
10	2.4166667	30042
10	2.4166667	30044
10	2.4166667	30060
10	2.4166667	30084
10	2.4166667	30090
10	2.4166667	30090
10	2.4333334	30004
10	2.4333334	30016
10	2.4333334	30024
10	2.4333334	30026
10	2.4333334	30030
10	2.4333334	30030
10	2.4333334	30034
10	2.4333334	30034
10	2.4333334	30042
10	2.4333334	30042
10	2.4333334	30044
10	2.4333334	30060
10	2.4333334	30090
10	2.4333334	30090
10	2.4333334	30143
10	2.45	30014
10	2.45	30021
10	2.45	30028
10	2.45	30029
10	2.45	30030
10	2.45	30030
10	2.45	30032
10	2.45	30036
10	2.45	30042
10	2.45	30042
10	2.45	30042
10	2.45	30044
